Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007143,University of Durham,C,18,Law,,,,EU government bodies,"257,483","284,353","101,008","149,553","1,046,877"
10007143,University of Durham,C,18,Law,,,,EU-based charities (open competitive process),0,0,"3,829","2,735","19,146"
10007143,University of Durham,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007143,University of Durham,C,18,Law,,,,EU (excluding UK) other,0,0,"2,243","1,602","11,215"
10007143,University of Durham,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007143,University of Durham,C,18,Law,,,,Non-EU other,0,462,"4,789","3,486","24,408"
10007143,University of Durham,C,18,Law,,,,Total income,"400,207","421,029","263,947","305,853","2,140,974"
10007789,University of East Anglia,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","446,899","85,817","43,070","106,867","748,070"
10007789,University of East Anglia,C,18,Law,,,,UK-based charities (open competitive process),0,0,"4,415","3,153","22,077"
10007789,University of East Anglia,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10007789,University of East Anglia,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"1,106",790,"5,533"
10007789,University of East Anglia,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007789,University of East Anglia,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007789,University of East Anglia,C,18,Law,,,,UK other sources,0,0,"1,855","1,325","9,277"
10007789,University of East Anglia,C,18,Law,,,,EU government bodies,0,0,0,0,0
10007789,University of East Anglia,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007789,University of East Anglia,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007789,University of East Anglia,C,18,Law,,,,EU (excluding UK) other,0,0,"2,558","1,827","12,794"
10007789,University of East Anglia,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007789,University of East Anglia,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007789,University of East Anglia,C,18,Law,,,,Non-EU other,0,0,"2,440","1,742","12,200"
10007789,University of East Anglia,C,18,Law,,,,Total income,"446,899","85,817","55,447","115,707","809,951"
10007144,University of East London,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","152,136","123,789","15,666","50,608","354,259"
10007144,University of East London,C,18,Law,,,,UK-based charities (open competitive process),0,0,0,0,0
10007144,University of East London,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10007144,University of East London,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"28,317",0,"4,045","28,317"
10007144,University of East London,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007144,University of East London,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,"7,583","5,416","37,917"
10007144,University of East London,C,18,Law,,,,UK other sources,0,"29,039","3,937","6,961","48,727"
10007144,University of East London,C,18,Law,,,,EU government bodies,0,0,"5,889","4,206","29,447"
10007144,University of East London,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007144,University of East London,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007144,University of East London,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007144,University of East London,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,"7,108","5,077","35,543"
10007144,University of East London,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007144,University of East London,C,18,Law,,,,Non-EU other,0,0,"5,583","3,988","27,918"
10007144,University of East London,C,18,Law,,,,Total income,"152,136","181,145","45,769","80,304","562,128"
10007823,Edge Hill University,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"9,685","6,917","48,425"
10007823,Edge Hill University,C,18,Law,,,,UK-based charities (open competitive process),0,0,"1,053",752,"5,265"
10007823,Edge Hill University,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10007823,Edge Hill University,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"3,000","8,149","6,249","43,749"
10007823,Edge Hill University,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007823,Edge Hill University,C,18,Law,,,,"UK industry, commerce and public corporations","2,000",0,0,285,"2,000"
10007823,Edge Hill University,C,18,Law,,,,UK other sources,0,0,0,0,0
10007823,Edge Hill University,C,18,Law,,,,EU government bodies,0,0,"63,596","45,425","317,981"
10007823,Edge Hill University,C,18,Law,,,,EU-based charities (open competitive process),0,0,"1,650","1,178","8,252"
10007823,Edge Hill University,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007823,Edge Hill University,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007823,Edge Hill University,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007823,Edge Hill University,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007823,Edge Hill University,C,18,Law,,,,Non-EU other,0,0,0,0,0
10007823,Edge Hill University,C,18,Law,,,,Total income,"2,000","3,000","84,134","60,810","425,672"
10007790,University of Edinburgh,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","509,812","443,773","707,056","641,267","4,488,869"
10007790,University of Edinburgh,C,18,Law,,,,UK-based charities (open competitive process),"126,624","137,679","327,774","271,882","1,903,176"
10007790,University of Edinburgh,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10007790,University of Edinburgh,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","6,220","58,416","1,083,382","783,078","5,481,548"
10007790,University of Edinburgh,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,"656,070","117,101","177,368","1,241,577"
10007790,University of Edinburgh,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007790,University of Edinburgh,C,18,Law,,,,UK other sources,"313,949","351,802","51,471","131,872","923,107"
10007790,University of Edinburgh,C,18,Law,,,,EU government bodies,"386,519","266,617","58,057","134,774","943,424"
10007790,University of Edinburgh,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007790,University of Edinburgh,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007790,University of Edinburgh,C,18,Law,,,,EU (excluding UK) other,"41,253","15,231",0,"8,069","56,484"
10007790,University of Edinburgh,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007790,University of Edinburgh,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007790,University of Edinburgh,C,18,Law,,,,Non-EU other,0,0,"2,313","1,652","11,568"
10007790,University of Edinburgh,C,18,Law,,,,Total income,"1,384,377","1,929,588","2,347,157","2,149,964","15,049,753"
10007772,Edinburgh Napier University,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"3,881","2,772","19,406"
10007772,Edinburgh Napier University,C,18,Law,,,,UK-based charities (open competitive process),0,0,"34,762","24,830","173,813"
10007772,Edinburgh Napier University,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","2,979",0,"5,170","4,118","28,830"
10007772,Edinburgh Napier University,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,407,291,"2,038"
10007772,Edinburgh Napier University,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,UK other sources,0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,EU government bodies,0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,Non-EU other,0,0,0,0,0
10007772,Edinburgh Napier University,C,18,Law,,,,Total income,"2,979",0,"44,221","32,012","224,087"
10007791,University of Essex,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","82,481","68,448","601,620","451,290","3,159,033"
10007791,University of Essex,C,18,Law,,,,UK-based charities (open competitive process),"36,478","124,775","58,934","65,132","455,924"
10007791,University of Essex,C,18,Law,,,,UK-based charities (other),0,0,"7,211","5,151","36,057"
10007791,University of Essex,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","4,980","53,672","6,031","12,686","88,807"
10007791,University of Essex,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007791,University of Essex,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,"2,722","1,944","13,610"
10007791,University of Essex,C,18,Law,,,,UK other sources,0,0,285,204,"1,428"
10007791,University of Essex,C,18,Law,,,,EU government bodies,"33,300",0,106,"4,833","33,832"
10007791,University of Essex,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007791,University of Essex,C,18,Law,,,,"EU industry, commerce and public corporations","20,733",0,"30,320","24,619","172,337"
10007791,University of Essex,C,18,Law,,,,EU (excluding UK) other,0,0,"11,321","8,086","56,607"
10007791,University of Essex,C,18,Law,,,,Non-EU-based charities (open competitive process),"53,657","46,139","41,501","43,900","307,305"
10007791,University of Essex,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007791,University of Essex,C,18,Law,,,,Non-EU other,"28,397","89,125","115,032","98,954","692,684"
10007791,University of Essex,C,18,Law,,,,Total income,"260,026","382,159","875,087","716,803","5,017,624"
10007792,University of Exeter,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","217,404","171,707","171,765","178,276","1,247,936"
10007792,University of Exeter,C,18,Law,,,,UK-based charities (open competitive process),"106,660","109,493","109,315","108,961","762,729"
10007792,University of Exeter,C,18,Law,,,,UK-based charities (other),"-1,190","1,008",657,443,"3,103"
10007792,University of Exeter,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","67,527","71,679","575,070","430,650","3,014,556"
10007792,University of Exeter,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,18,Law,,,,"UK industry, commerce and public corporations","22,307",55,"20,476","17,820","124,745"
10007792,University of Exeter,C,18,Law,,,,UK other sources,0,"4,568","22,413","16,662","116,634"
10007792,University of Exeter,C,18,Law,,,,EU government bodies,"177,085","352,002","511,611","441,020","3,087,146"
10007792,University of Exeter,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,730,521,"3,652"
10007792,University of Exeter,C,18,Law,,,,EU (excluding UK) other,0,"59,132","41,218","37,889","265,225"
10007792,University of Exeter,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007792,University of Exeter,C,18,Law,,,,Non-EU other,"29,981","4,521","41,170","34,336","240,354"
10007792,University of Exeter,C,18,Law,,,,Total income,"619,774","774,165","1,494,428","1,266,582","8,866,080"
10007794,University of Glasgow,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","401,434","572,802","396,308","422,254","2,955,778"
10007794,University of Glasgow,C,18,Law,,,,UK-based charities (open competitive process),"36,741","88,238","26,657","36,894","258,264"
10007794,University of Glasgow,C,18,Law,,,,UK-based charities (other),0,"1,799",660,728,"5,099"
10007794,University of Glasgow,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"77,174","32,973","34,577","242,042"
10007794,University of Glasgow,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007794,University of Glasgow,C,18,Law,,,,"UK industry, commerce and public corporations","2,860",0,"9,616","7,277","50,944"
10007794,University of Glasgow,C,18,Law,,,,UK other sources,"13,974","3,172","33,840","26,621","186,350"
10007794,University of Glasgow,C,18,Law,,,,EU government bodies,"2,114","18,794","173,709","127,065","889,456"
10007794,University of Glasgow,C,18,Law,,,,EU-based charities (open competitive process),"18,042","5,817",-12,"3,399","23,798"
10007794,University of Glasgow,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007794,University of Glasgow,C,18,Law,,,,EU (excluding UK) other,"4,128","11,270","13,382","11,758","82,311"
10007794,University of Glasgow,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007794,University of Glasgow,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007794,University of Glasgow,C,18,Law,,,,Non-EU other,708,673,"1,994","1,621","11,352"
10007794,University of Glasgow,C,18,Law,,,,Total income,"480,001","779,739","689,130","672,199","4,705,394"
10007146,University of Greenwich,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,UK-based charities (open competitive process),0,0,"1,796","1,282","8,980"
10007146,University of Greenwich,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","31,949","53,076","53,640","50,461","353,228"
10007146,University of Greenwich,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,UK other sources,0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,EU government bodies,0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007146,University of Greenwich,C,18,Law,,,,Non-EU other,550,0,0,78,550
10007146,University of Greenwich,C,18,Law,,,,Total income,"32,499","53,076","55,436","51,822","362,758"
10007148,University of Huddersfield,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,844,603,"4,222"
10007148,University of Huddersfield,C,18,Law,,,,UK-based charities (open competitive process),0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,UK other sources,0,0,245,175,"1,229"
10007148,University of Huddersfield,C,18,Law,,,,EU government bodies,0,0,"1,997","1,426","9,985"
10007148,University of Huddersfield,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,Non-EU other,0,0,0,0,0
10007148,University of Huddersfield,C,18,Law,,,,Total income,0,0,"3,087","2,205","15,436"
10007767,University of Keele,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","84,287","8,668","17,364","25,682","179,777"
10007767,University of Keele,C,18,Law,,,,UK-based charities (open competitive process),0,160,"33,192","23,731","166,123"
10007767,University of Keele,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10007767,University of Keele,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","12,359","15,075","2,583","5,764","40,353"
10007767,University of Keele,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007767,University of Keele,C,18,Law,,,,"UK industry, commerce and public corporations","13,421","5,798",0,"2,745","19,219"
10007767,University of Keele,C,18,Law,,,,UK other sources,"8,710","8,708","1,400","3,488","24,418"
10007767,University of Keele,C,18,Law,,,,EU government bodies,0,0,0,0,0
10007767,University of Keele,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007767,University of Keele,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007767,University of Keele,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007767,University of Keele,C,18,Law,,,,Non-EU-based charities (open competitive process),"3,724","3,589","1,062","1,803","12,624"
10007767,University of Keele,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007767,University of Keele,C,18,Law,,,,Non-EU other,0,794,"9,498","6,898","48,287"
10007767,University of Keele,C,18,Law,,,,Total income,"122,501","42,792","65,101","70,114","490,801"
10007150,University of Kent,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","243,655","339,758","222,808","242,493","1,697,454"
10007150,University of Kent,C,18,Law,,,,UK-based charities (open competitive process),"7,750","35,017","109,191","84,103","588,722"
10007150,University of Kent,C,18,Law,,,,UK-based charities (other),0,0,"1,849","1,320","9,246"
10007150,University of Kent,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007150,University of Kent,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007150,University of Kent,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007150,University of Kent,C,18,Law,,,,UK other sources,"8,476","12,296","3,055","5,150","36,051"
10007150,University of Kent,C,18,Law,,,,EU government bodies,"210,363","259,395","122,509","154,615","1,082,307"
10007150,University of Kent,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007150,University of Kent,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007150,University of Kent,C,18,Law,,,,EU (excluding UK) other,0,"26,646",24,"3,823","26,766"
10007150,University of Kent,C,18,Law,,,,Non-EU-based charities (open competitive process),480,490,"8,493","6,205","43,438"
10007150,University of Kent,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007150,University of Kent,C,18,Law,,,,Non-EU other,"4,133",517,"2,237","2,262","15,838"
10007150,University of Kent,C,18,Law,,,,Total income,"474,857","674,119","470,169","499,974","3,499,822"
10003645,King's College London,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","384,803","89,991","139,237","167,282","1,170,980"
10003645,King's College London,C,18,Law,,,,UK-based charities (open competitive process),"83,971","85,194","156,156","135,706","949,945"
10003645,King's College London,C,18,Law,,,,UK-based charities (other),0,0,800,571,"4,000"
10003645,King's College London,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"7,265","3,396","3,464","24,249"
10003645,King's College London,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10003645,King's College London,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10003645,King's College London,C,18,Law,,,,UK other sources,0,0,"5,718","4,084","28,591"
10003645,King's College London,C,18,Law,,,,EU government bodies,"47,279","33,187","76,333","66,019","462,135"
10003645,King's College London,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10003645,King's College London,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10003645,King's College London,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10003645,King's College London,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10003645,King's College London,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10003645,King's College London,C,18,Law,,,,Non-EU other,"1,289",0,"3,658","2,797","19,579"
10003645,King's College London,C,18,Law,,,,Total income,"517,342","215,637","385,300","379,925","2,659,479"
10007768,University of Lancaster,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","20,684","39,072","42,634","38,989","272,928"
10007768,University of Lancaster,C,18,Law,,,,UK-based charities (open competitive process),"18,976",0,"91,314","67,935","475,548"
10007768,University of Lancaster,C,18,Law,,,,UK-based charities (other),"3,112",0,"15,690","11,652","81,566"
10007768,University of Lancaster,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","1,073","2,672","17,390","12,956","90,698"
10007768,University of Lancaster,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007768,University of Lancaster,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007768,University of Lancaster,C,18,Law,,,,UK other sources,"2,291","1,284","7,265","5,700","39,900"
10007768,University of Lancaster,C,18,Law,,,,EU government bodies,"12,922","41,193","66,663","55,347","387,430"
10007768,University of Lancaster,C,18,Law,,,,EU-based charities (open competitive process),0,0,794,567,"3,972"
10007768,University of Lancaster,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007768,University of Lancaster,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007768,University of Lancaster,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007768,University of Lancaster,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007768,University of Lancaster,C,18,Law,,,,Non-EU other,0,0,0,0,0
10007768,University of Lancaster,C,18,Law,,,,Total income,"59,058","84,221","241,752","193,148","1,352,042"
10007795,University of Leeds,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","3,355","51,128","484,240","353,669","2,475,687"
10007795,University of Leeds,C,18,Law,,,,UK-based charities (open competitive process),"20,258",0,"16,890","14,958","104,710"
10007795,University of Leeds,C,18,Law,,,,UK-based charities (other),0,0,"44,381","31,700","221,905"
10007795,University of Leeds,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","70,684","14,229","269,586","204,692","1,432,845"
10007795,University of Leeds,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007795,University of Leeds,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007795,University of Leeds,C,18,Law,,,,UK other sources,0,0,0,0,0
10007795,University of Leeds,C,18,Law,,,,EU government bodies,"115,291","313,421","275,642","258,131","1,806,923"
10007795,University of Leeds,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007795,University of Leeds,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007795,University of Leeds,C,18,Law,,,,EU (excluding UK) other,0,"28,373","3,617","6,636","46,458"
10007795,University of Leeds,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007795,University of Leeds,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007795,University of Leeds,C,18,Law,,,,Non-EU other,0,0,"20,591","14,708","102,957"
10007795,University of Leeds,C,18,Law,,,,Total income,"209,588","407,151","1,114,949","884,497","6,191,485"
10003861,Leeds Beckett University,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"1,977","1,412","9,886"
10003861,Leeds Beckett University,C,18,Law,,,,UK-based charities (open competitive process),0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,UK-based charities (other),0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,UK other sources,0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,EU government bodies,0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,Non-EU other,0,0,0,0,0
10003861,Leeds Beckett University,C,18,Law,,,,Total income,0,0,"1,977","1,412","9,886"
10007796,University of Leicester,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","64,186","302,254","149,964","159,465","1,116,260"
10007796,University of Leicester,C,18,Law,,,,UK-based charities (open competitive process),0,"24,370","16,500","15,267","106,872"
10007796,University of Leicester,C,18,Law,,,,UK-based charities (other),"12,123",77,"16,412","13,466","94,263"
10007796,University of Leicester,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","22,017",0,"13,037","12,458","87,206"
10007796,University of Leicester,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007796,University of Leicester,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007796,University of Leicester,C,18,Law,,,,UK other sources,0,0,6,4,30
10007796,University of Leicester,C,18,Law,,,,EU government bodies,131,"14,565","51,135","38,624","270,373"
10007796,University of Leicester,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007796,University of Leicester,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007796,University of Leicester,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007796,University of Leicester,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007796,University of Leicester,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007796,University of Leicester,C,18,Law,,,,Non-EU other,0,"4,849",0,692,"4,849"
10007796,University of Leicester,C,18,Law,,,,Total income,"98,457","346,115","247,056","239,979","1,679,853"
10007151,University of Lincoln,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","3,000","26,523",0,"4,217","29,523"
10007151,University of Lincoln,C,18,Law,,,,UK-based charities (open competitive process),0,"3,000","2,000","1,857","13,000"
10007151,University of Lincoln,C,18,Law,,,,UK-based charities (other),0,0,400,285,"2,000"
10007151,University of Lincoln,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","8,000","7,000","20,800","17,000","119,000"
10007151,University of Lincoln,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007151,University of Lincoln,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,400,285,"2,000"
10007151,University of Lincoln,C,18,Law,,,,UK other sources,0,0,0,0,0
10007151,University of Lincoln,C,18,Law,,,,EU government bodies,0,0,"32,263","23,045","161,319"
10007151,University of Lincoln,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007151,University of Lincoln,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
