Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,440,314,"2,204"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,"5,142","3,673","25,713"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"2,051","1,465","10,255"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,Total income,"2,037,885","1,777,479","1,527,436","1,636,077","11,452,544"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","510,719","443,249","246,525","312,370","2,186,595"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,0,"41,256","29,469","206,284"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","89,914","334,722","300,484","275,294","1,927,058"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","32,944","39,089","155,464","121,336","849,355"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,UK other sources,0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,EU government bodies,"40,364","3,840","79,913","63,396","443,773"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,"68,330","48,807","341,650"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,"36,542","26,101","182,713"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"45,567","32,548","227,839"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,Total income,"673,941","820,900","974,085","909,323","6,365,267"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","433,303","469,968","567,974","534,734","3,743,143"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"12,318",0,"37,971","28,882","202,174"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,"9,426","6,733","47,133"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","201,888","66,706","40,826","67,532","472,725"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"323,000","-3,800","43,428","304,000"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","14,945","34,803","162,697","123,319","863,237"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,UK other sources,"2,285","20,402","62,763","48,072","336,506"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,EU government bodies,0,0,"45,438","32,456","227,194"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,"7,062","5,454","4,904","34,332"
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,0,0,0
10007789,University of East Anglia,B,11,Computer Science and Informatics,,,,Total income,"664,739","921,941","928,752","890,063","6,230,444"
10007144,University of East London,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"22,027","15,733","110,136"
10007144,University of East London,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations",0,0,"11,660","8,328","58,301"
10007144,University of East London,B,11,Computer Science and Informatics,,,,UK other sources,0,0,"92,298","65,927","461,493"
10007144,University of East London,B,11,Computer Science and Informatics,,,,EU government bodies,0,"150,469","119,817","107,079","749,557"
10007144,University of East London,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,0,0,0
10007144,University of East London,B,11,Computer Science and Informatics,,,,Total income,0,"150,469","245,803","197,069","1,379,487"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"23,714","16,938","118,570"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,0,0,0,0
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","2,735","41,664","46,049","39,235","274,648"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations",0,0,"5,955","4,253","29,776"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,UK other sources,0,0,709,506,"3,545"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,EU government bodies,0,0,"112,926","80,661","564,630"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations","4,274",0,0,610,"4,274"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,"1,943",0,277,"1,943"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,Non-EU other,0,"3,390","2,343","2,158","15,109"
10007823,Edge Hill University,B,11,Computer Science and Informatics,,,,Total income,"7,009","46,997","191,697","144,642","1,012,495"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","5,908,565","6,214,307","8,705,835","7,950,292","55,652,048"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"276,351","320,927","1,053,008","837,474","5,862,319"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","349,374","197,761","7,073,487","5,130,653","35,914,573"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"1,312,140","234,202","354,736","2,483,154"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","203,218","261,967","380,363","338,143","2,367,002"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,UK other sources,"287,611","335,811","391,583","368,762","2,581,337"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,EU government bodies,"6,115,415","5,833,614","6,125,430","6,082,311","42,576,183"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,"95,273","68,052","476,367"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,"14,249","42,158","28,863","28,674","200,722"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),"181,200","153,216","79,965","104,891","734,243"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,"104,175","131,257","924,213","693,785","4,856,501"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,Non-EU other,"415,143","345,567","696,927","606,478","4,245,349"
10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,Total income,"13,855,301","15,148,725","25,789,154","22,564,256","157,949,798"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","166,534","141,713","148,440","150,064","1,050,449"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"13,086",0,"30,032","23,321","163,248"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","345,634","266,118","192,801","225,108","1,575,761"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,"23,186","16,561","115,932"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","212,097","215,742","181,850","191,012","1,337,090"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,UK other sources,0,"7,343","50,638","37,219","260,533"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,EU government bodies,"466,969","466,647","150,356","240,770","1,685,396"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,"5,362","3,830","26,812"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"28,541","20,387","142,709"
10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,Total income,"1,204,320","1,097,563","811,209","908,275","6,357,930"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","314,509","337,258","1,285,697","1,011,464","7,080,252"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"22,709","1,200","14,805","13,990","97,935"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,"2,447","1,747","12,235"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","235,208","326,879","804,271","654,777","4,583,442"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007791,University of Essex,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","210,142","296,518","649,152","536,060","3,752,424"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,UK other sources,0,0,0,0,0
10007791,University of Essex,B,11,Computer Science and Informatics,,,,EU government bodies,"473,218","434,366","595,036","554,680","3,882,765"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007791,University of Essex,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,"8,166","5,832","40,830"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007791,University of Essex,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007791,University of Essex,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,"8,599","6,142","42,996"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,Non-EU other,"205,443","134,583","80,781","106,275","743,931"
10007791,University of Essex,B,11,Computer Science and Informatics,,,,Total income,"1,461,229","1,530,804","3,448,955","2,890,972","20,236,810"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","64,351","84,748","615,237","460,755","3,225,287"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,0,"20,305","14,503","101,527"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,"2,415","1,725","12,075"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","71,601","-61,813","235,501","169,613","1,187,293"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"28,042",523,"4,379","30,657"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","27,427","70,397","95,486","82,179","575,255"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,UK other sources,0,0,0,0,0
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,EU government bodies,"4,413","26,406","274,870","200,739","1,405,173"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations","5,629","4,748",0,"1,482","10,377"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,"-3,441","-2,457","-17,205"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,-99,"1,972","3,446","2,729","19,103"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"80,218","57,299","401,093"
10007792,University of Exeter,B,11,Computer Science and Informatics,,,,Total income,"173,322","154,500","1,324,562","992,947","6,950,635"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,332,130","1,676,388","2,178,409","1,985,795","13,900,567"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"96,491","16,755","30,311","37,829","264,804"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","2,277","6,473","92,183","67,095","469,666"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"614,266","8,136","93,563","654,947"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","15,605","10,430","11,192","11,714","81,998"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,UK other sources,"60,954","44,351",342,"15,288","107,016"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,EU government bodies,"868,005","700,347","817,358","807,877","5,655,144"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations","111,153","70,839","36,280","51,913","363,393"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,87,393,0,68,480
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,"1,030",-205,"25,333","18,212","127,490"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"47,103","33,645","235,515"
10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,Total income,"2,487,732","3,140,037","3,246,650","3,123,002","21,861,020"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","13,050","3,518",716,"2,878","20,149"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"9,552","3,312","23,886","18,899","132,294"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,"9,667",666,"1,857","13,000"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","8,660","144,904","137,252","119,974","839,824"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,"5,400","3,857","27,000"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations",0,"5,215","59,009","42,894","300,260"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,UK other sources,0,0,200,142,"1,000"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,EU government bodies,"88,941","29,763","1,253","17,852","124,969"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"1,823","1,302","9,117"
10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,Total income,"120,203","196,379","230,206","209,659","1,467,613"
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,0,"1,400","1,000","7,000"
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","4,000",0,"6,000","4,857","34,000"
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations",0,0,"2,200","1,571","11,000"
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,UK other sources,0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,EU government bodies,"-98,000",0,0,"-14,000","-98,000"
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,0,0,0
10007833,Wrexham University,B,11,Computer Science and Informatics,,,,Total income,"-94,000",0,"9,600","-6,571","-46,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","765,000","568,000","513,800","557,428","3,902,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"3,000","35,000","48,600","40,142","281,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"37,000","37,400","32,000","224,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,"31,000","22,142","155,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations",0,"99,000","170,200","135,714","950,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,UK other sources,"10,000",0,"80,800","59,142","414,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,EU government bodies,"924,000","805,000","292,800","456,142","3,193,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,"11,000",0,"1,571","11,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),"14,000",0,"-5,000","-1,571","-11,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"23,800","17,000","119,000"
10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,Total income,"1,716,000","1,555,000","1,193,400","1,319,714","9,238,000"
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","16,164","59,414","43,887","42,145","295,015"
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","24,475","30,667","61,572","51,857","363,003"
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","3,585","6,171","27,093","20,746","145,223"
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,UK other sources,0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,EU government bodies,"36,369","146,673","105,480","101,492","710,446"
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,Non-EU other,"20,588","42,721","11,948","17,578","123,052"
10007146,University of Greenwich,B,11,Computer Science and Informatics,,,,Total income,"101,181","285,646","249,982","233,819","1,636,739"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","760,000","733,000","1,150,000","1,034,714","7,243,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"32,000","124,000","43,400","53,285","373,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"69,800","49,857","349,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"78,000","70,200","61,285","429,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","37,000","115,000","88,000","84,571","592,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,UK other sources,0,"43,000",0,"6,142","43,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,EU government bodies,"1,231,000","538,000","291,600","461,000","3,227,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,"21,200","15,142","106,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,"1,000",0,"52,000","37,285","261,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"51,000","36,428","255,000"
10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,Total income,"2,061,000","1,631,000","1,837,200","1,839,714","12,878,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","124,000","144,000","245,400","213,571","1,495,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,0,200,142,"1,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,UK-based charities (other),"198,000","80,000","15,800","51,000","357,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"335,000","-2,400","46,142","323,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,"51,600","36,857","258,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","370,000","155,000","39,200","103,000","721,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,UK other sources,"7,000","2,000","1,600","2,428","17,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,EU government bodies,"1,272,000","1,073,000","488,000","683,571","4,785,000"
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007147,University of Hertfordshire,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,"7,800","5,571","39,000"
