Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007852,University of Dundee,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,EU-based charities (open competitive process),0,0,0,0,0
10007852,University of Dundee,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,"EU industry, commerce and public corporations","158,542",561,-479,"22,386","156,706"
10007852,University of Dundee,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,EU (excluding UK) other,"47,472","50,684","21,865","29,640","207,481"
10007852,University of Dundee,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Non-EU-based charities (open competitive process),"88,942","15,893",0,"14,976","104,835"
10007852,University of Dundee,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Non-EU industry commerce and public corporations,0,0,"16,208","11,577","81,042"
10007852,University of Dundee,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Non-EU other,"10,058",0,"21,737","16,963","118,743"
10007852,University of Dundee,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Total income,"2,490,525","2,158,490","1,917,735","2,033,956","14,237,692"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","595,125","110,876","59,102","143,073","1,001,511"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK-based charities (open competitive process),"200,652","267,685","50,143","102,722","719,056"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK-based charities (other),"136,498","103,552","66,715","81,946","573,626"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,"UK central government bodies/local authorities, health and hospital authorities","151,793","142,131","89,041","105,590","739,130"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,Health research funding bodies,"326,395","133,448","19,769","79,812","558,690"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK central government tax credits for research and development expenditure,0,"295,000","6,536","46,811","327,682"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,"UK industry, commerce and public corporations","91,738","51,415","44,488","52,228","365,596"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK other sources,0,0,0,0,0
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU government bodies,"225,594","284,592","83,419","132,468","927,281"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU-based charities (open competitive process),0,0,0,0,0
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU (excluding UK) other,0,0,"16,579","11,842","82,898"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU-based charities (open competitive process),0,697,-12,90,633
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU industry commerce and public corporations,"73,989","56,701","6,790","23,520","164,641"
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU other,0,0,0,0,0
10007852,University of Dundee,A,4,"Psychology, Psychiatry and Neuroscience",,,,Total income,"1,801,784","1,446,097","442,572","780,106","5,460,744"
10007852,University of Dundee,A,5,Biological Sciences,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","14,330,503","14,091,224","13,256,101","13,528,890","94,702,234"
10007852,University of Dundee,A,5,Biological Sciences,,,,UK-based charities (open competitive process),"18,147,118","16,916,125","16,698,198","16,936,319","118,554,236"
10007852,University of Dundee,A,5,Biological Sciences,,,,UK-based charities (other),"175,640","14,254","33,400","50,985","356,896"
10007852,University of Dundee,A,5,Biological Sciences,,,,"UK central government bodies/local authorities, health and hospital authorities","182,436","214,885","341,614","300,770","2,105,395"
10007852,University of Dundee,A,5,Biological Sciences,,,,Health research funding bodies,0,0,"19,451","13,894","97,259"
10007852,University of Dundee,A,5,Biological Sciences,,,,UK central government tax credits for research and development expenditure,0,"5,770,000","128,024","915,731","6,410,121"
10007852,University of Dundee,A,5,Biological Sciences,,,,"UK industry, commerce and public corporations","2,715,212","2,155,466","1,247,123","1,586,613","11,106,294"
10007852,University of Dundee,A,5,Biological Sciences,,,,UK other sources,0,0,0,0,0
10007852,University of Dundee,A,5,Biological Sciences,,,,EU government bodies,"3,210,556","3,401,375","3,641,264","3,545,464","24,818,254"
10007852,University of Dundee,A,5,Biological Sciences,,,,EU-based charities (open competitive process),0,0,"39,038","27,884","195,191"
10007852,University of Dundee,A,5,Biological Sciences,,,,"EU industry, commerce and public corporations","750,989","744,032","1,567,085","1,332,920","9,330,446"
10007852,University of Dundee,A,5,Biological Sciences,,,,EU (excluding UK) other,"57,611","6,302","16,354","20,812","145,684"
10007852,University of Dundee,A,5,Biological Sciences,,,,Non-EU-based charities (open competitive process),"833,366","2,174,703","2,109,131","1,936,246","13,553,727"
10007852,University of Dundee,A,5,Biological Sciences,,,,Non-EU industry commerce and public corporations,"904,924","1,264,855","2,350,118","1,988,624","13,920,373"
10007852,University of Dundee,A,5,Biological Sciences,,,,Non-EU other,"790,217","424,330","1,022,137","903,604","6,325,232"
10007852,University of Dundee,A,5,Biological Sciences,,,,Total income,"42,098,572","47,177,551","42,469,043","43,088,763","301,621,342"
10007852,University of Dundee,B,10,Mathematical Sciences,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","281,923","323,384","293,098","295,828","2,070,799"
10007852,University of Dundee,B,10,Mathematical Sciences,,,,UK-based charities (open competitive process),"31,057",0,"15,624","15,597","109,179"
10007852,University of Dundee,B,10,Mathematical Sciences,,,,UK-based charities (other),"4,064",-7,"2,368","2,271","15,897"
10007852,University of Dundee,B,10,Mathematical Sciences,,,,"UK central government bodies/local authorities, health and hospital authorities",0,516,0,73,516
10007852,University of Dundee,B,10,Mathematical Sciences,,,,UK central government tax credits for research and development expenditure,0,"43,000",951,"6,822","47,755"
10007852,University of Dundee,B,10,Mathematical Sciences,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007852,University of Dundee,B,10,Mathematical Sciences,,,,UK other sources,0,0,0,0,0
10007852,University of Dundee,B,10,Mathematical Sciences,,,,EU government bodies,"154,787","15,748",0,"24,362","170,535"
10007852,University of Dundee,B,10,Mathematical Sciences,,,,EU-based charities (open competitive process),0,0,0,0,0
10007852,University of Dundee,B,10,Mathematical Sciences,,,,"EU industry, commerce and public corporations",0,"2,575","1,276","1,279","8,957"
10007852,University of Dundee,B,10,Mathematical Sciences,,,,EU (excluding UK) other,0,0,0,0,0
10007852,University of Dundee,B,10,Mathematical Sciences,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007852,University of Dundee,B,10,Mathematical Sciences,,,,Non-EU industry commerce and public corporations,97,581,461,426,"2,983"
10007852,University of Dundee,B,10,Mathematical Sciences,,,,Non-EU other,0,0,75,53,375
10007852,University of Dundee,B,10,Mathematical Sciences,,,,Total income,"471,928","385,797","313,854","346,713","2,426,996"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,159,424","879,546","882,129","921,373","6,449,617"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"109,697","114,790","18,942","45,599","319,197"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,UK-based charities (other),735,163,"1,687","1,333","9,336"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","221,606","140,726","235,756","220,159","1,541,113"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"281,000","6,232","44,594","312,164"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","73,815","6,239","18,584","24,710","172,974"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,UK other sources,0,0,0,0,0
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,EU government bodies,"256,696","157,827","114,375","140,914","986,400"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations","3,413",0,"1,537","1,585","11,098"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,"212,499","197,188","240,557","230,353","1,612,473"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,440,314,"2,204"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,"5,142","3,673","25,713"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"2,051","1,465","10,255"
10007852,University of Dundee,B,11,Computer Science and Informatics,,,,Total income,"2,037,885","1,777,479","1,527,436","1,636,077","11,452,544"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","194,592","71,013","528,597","415,513","2,908,593"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK-based charities (open competitive process),"215,264","238,059","270,709","258,124","1,806,868"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK-based charities (other),0,0,"52,679","37,627","263,395"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,"UK central government bodies/local authorities, health and hospital authorities","53,397","103,461","62,073","66,746","467,225"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,Health research funding bodies,0,0,"28,282","20,201","141,411"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,"UK industry, commerce and public corporations","16,500","4,149","28,516","23,318","163,232"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK other sources,0,0,0,0,0
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU government bodies,0,0,"116,248","83,034","581,243"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU-based charities (open competitive process),0,442,"2,192","1,629","11,404"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU (excluding UK) other,0,0,0,0,0
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU-based charities (open competitive process),"2,077","40,711","32,587","29,389","205,725"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU other,0,0,"2,686","1,918","13,432"
10007143,University of Durham,A,4,"Psychology, Psychiatry and Neuroscience",,,,Total income,"481,830","457,835","1,124,572","937,504","6,562,528"
10007143,University of Durham,A,5,Biological Sciences,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","2,950,752","1,710,489","1,617,811","1,821,471","12,750,300"
10007143,University of Durham,A,5,Biological Sciences,,,,UK-based charities (open competitive process),"390,979","276,276","252,697","275,820","1,930,744"
10007143,University of Durham,A,5,Biological Sciences,,,,UK-based charities (other),"7,230","9,115","32,164","25,309","177,167"
10007143,University of Durham,A,5,Biological Sciences,,,,"UK central government bodies/local authorities, health and hospital authorities","261,928","142,700","94,035","124,972","874,805"
10007143,University of Durham,A,5,Biological Sciences,,,,Health research funding bodies,0,0,0,0,0
10007143,University of Durham,A,5,Biological Sciences,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007143,University of Durham,A,5,Biological Sciences,,,,"UK industry, commerce and public corporations","187,733","533,130","310,050","324,444","2,271,114"
10007143,University of Durham,A,5,Biological Sciences,,,,UK other sources,0,"10,197","6,329","5,977","41,844"
10007143,University of Durham,A,5,Biological Sciences,,,,EU government bodies,"613,644","445,990","259,570","336,783","2,357,487"
10007143,University of Durham,A,5,Biological Sciences,,,,EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,A,5,Biological Sciences,,,,"EU industry, commerce and public corporations","34,289","29,517","35,300","34,329","240,306"
10007143,University of Durham,A,5,Biological Sciences,,,,EU (excluding UK) other,0,0,0,0,0
10007143,University of Durham,A,5,Biological Sciences,,,,Non-EU-based charities (open competitive process),"11,233",0,"12,622","10,620","74,344"
10007143,University of Durham,A,5,Biological Sciences,,,,Non-EU industry commerce and public corporations,"37,297","52,375","297,715","225,464","1,578,250"
10007143,University of Durham,A,5,Biological Sciences,,,,Non-EU other,"193,427","114,212","63,018","88,961","622,729"
10007143,University of Durham,A,5,Biological Sciences,,,,Total income,"4,688,512","3,324,001","2,981,315","3,274,155","22,919,090"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,525,191","1,941,692","1,592,327","1,632,646","11,428,522"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,UK-based charities (open competitive process),"100,677","94,493","146,182","132,297","926,080"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,UK-based charities (other),0,"1,928",542,662,"4,639"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,"UK central government bodies/local authorities, health and hospital authorities","99,293","137,814","147,718","139,385","975,700"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,"UK industry, commerce and public corporations","788,660","788,248","311,683","447,903","3,135,327"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,UK other sources,"9,139","4,235","6,523","6,570","45,993"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,EU government bodies,"1,182,092","930,634","417,458","600,002","4,200,020"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,"EU industry, commerce and public corporations","447,414","340,759","78,547","168,701","1,180,910"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,EU (excluding UK) other,0,0,"1,726","1,233","8,632"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,Non-EU-based charities (open competitive process),"9,838",199,0,"1,433","10,037"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,Non-EU industry commerce and public corporations,"132,723","280,478","167,006","178,318","1,248,232"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,Non-EU other,"1,415","1,328","6,720","5,191","36,343"
10007143,University of Durham,B,7,Earth Systems and Environmental Sciences,,,,Total income,"4,296,442","4,521,808","2,876,437","3,314,347","23,200,435"
10007143,University of Durham,B,8,Chemistry,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","3,278,754","3,298,595","2,915,506","3,022,126","21,154,882"
10007143,University of Durham,B,8,Chemistry,,,,UK-based charities (open competitive process),"282,602","145,794","68,517","110,140","770,982"
10007143,University of Durham,B,8,Chemistry,,,,UK-based charities (other),0,0,"27,150","19,392","135,750"
10007143,University of Durham,B,8,Chemistry,,,,"UK central government bodies/local authorities, health and hospital authorities","474,972","297,334","121,404","197,047","1,379,329"
10007143,University of Durham,B,8,Chemistry,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007143,University of Durham,B,8,Chemistry,,,,"UK industry, commerce and public corporations","954,127","701,690","507,944","599,362","4,195,538"
10007143,University of Durham,B,8,Chemistry,,,,UK other sources,"7,579","1,808","1,999","2,769","19,386"
10007143,University of Durham,B,8,Chemistry,,,,EU government bodies,"1,329,776","1,508,591","965,410","1,095,059","7,665,417"
10007143,University of Durham,B,8,Chemistry,,,,EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,B,8,Chemistry,,,,"EU industry, commerce and public corporations","334,429","462,794","95,140","181,846","1,272,926"
10007143,University of Durham,B,8,Chemistry,,,,EU (excluding UK) other,"45,660","29,080",0,"10,677","74,740"
10007143,University of Durham,B,8,Chemistry,,,,Non-EU-based charities (open competitive process),"13,328",0,499,"2,261","15,827"
10007143,University of Durham,B,8,Chemistry,,,,Non-EU industry commerce and public corporations,"75,621","58,653","115,964","102,014","714,098"
10007143,University of Durham,B,8,Chemistry,,,,Non-EU other,"11,666","13,863","3,526","6,165","43,160"
10007143,University of Durham,B,8,Chemistry,,,,Total income,"6,808,514","6,518,202","4,823,063","5,348,862","37,442,035"
10007143,University of Durham,B,9,Physics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","7,320,782","7,338,126","10,432,244","9,545,733","66,820,131"
10007143,University of Durham,B,9,Physics,,,,UK-based charities (open competitive process),"247,165","184,461","179,173","189,642","1,327,494"
10007143,University of Durham,B,9,Physics,,,,UK-based charities (other),0,0,0,0,0
10007143,University of Durham,B,9,Physics,,,,"UK central government bodies/local authorities, health and hospital authorities","343,748","364,358","156,803","213,160","1,492,123"
10007143,University of Durham,B,9,Physics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007143,University of Durham,B,9,Physics,,,,"UK industry, commerce and public corporations","136,060","227,912","109,532","130,233","911,632"
10007143,University of Durham,B,9,Physics,,,,UK other sources,0,0,0,0,0
10007143,University of Durham,B,9,Physics,,,,EU government bodies,"2,404,507","3,075,852","3,321,159","3,155,165","22,086,157"
10007143,University of Durham,B,9,Physics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,B,9,Physics,,,,"EU industry, commerce and public corporations",0,"19,613","446,754","321,911","2,253,383"
10007143,University of Durham,B,9,Physics,,,,EU (excluding UK) other,"28,881","9,978","94,738","73,221","512,553"
10007143,University of Durham,B,9,Physics,,,,Non-EU-based charities (open competitive process),"159,372","112,618","28,040","58,884","412,194"
10007143,University of Durham,B,9,Physics,,,,Non-EU industry commerce and public corporations,"54,107",0,"90,745","72,547","507,834"
10007143,University of Durham,B,9,Physics,,,,Non-EU other,"114,681","29,407","112,541","100,970","706,793"
10007143,University of Durham,B,9,Physics,,,,Total income,"10,809,303","11,362,325","14,971,733","13,861,470","97,030,294"
10007143,University of Durham,B,10,Mathematical Sciences,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,166,188","913,458","631,096","747,875","5,235,128"
10007143,University of Durham,B,10,Mathematical Sciences,,,,UK-based charities (open competitive process),"126,283","117,704","183,831","166,163","1,163,146"
10007143,University of Durham,B,10,Mathematical Sciences,,,,UK-based charities (other),0,0,0,0,0
10007143,University of Durham,B,10,Mathematical Sciences,,,,"UK central government bodies/local authorities, health and hospital authorities","114,088","79,132","140,241","127,775","894,426"
10007143,University of Durham,B,10,Mathematical Sciences,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007143,University of Durham,B,10,Mathematical Sciences,,,,"UK industry, commerce and public corporations","115,760","82,601","19,328","42,143","295,002"
10007143,University of Durham,B,10,Mathematical Sciences,,,,UK other sources,"23,673",0,"60,391","46,518","325,628"
10007143,University of Durham,B,10,Mathematical Sciences,,,,EU government bodies,"163,421","315,574","196,290","208,635","1,460,445"
10007143,University of Durham,B,10,Mathematical Sciences,,,,EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,B,10,Mathematical Sciences,,,,"EU industry, commerce and public corporations","8,277","31,132","1,169","6,465","45,255"
10007143,University of Durham,B,10,Mathematical Sciences,,,,EU (excluding UK) other,"22,546","3,054","5,301","7,443","52,106"
10007143,University of Durham,B,10,Mathematical Sciences,,,,Non-EU-based charities (open competitive process),0,"19,423","27,185","22,192","155,349"
10007143,University of Durham,B,10,Mathematical Sciences,,,,Non-EU industry commerce and public corporations,0,0,"26,038","18,598","130,190"
10007143,University of Durham,B,10,Mathematical Sciences,,,,Non-EU other,0,"40,712","33,683","29,875","209,127"
10007143,University of Durham,B,10,Mathematical Sciences,,,,Total income,"1,740,236","1,602,790","1,324,555","1,423,686","9,965,802"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","510,719","443,249","246,525","312,370","2,186,595"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,0,"41,256","29,469","206,284"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","89,914","334,722","300,484","275,294","1,927,058"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","32,944","39,089","155,464","121,336","849,355"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,UK other sources,0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,EU government bodies,"40,364","3,840","79,913","63,396","443,773"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,"68,330","48,807","341,650"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007143,University of Durham,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,"36,542","26,101","182,713"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"45,567","32,548","227,839"
10007143,University of Durham,B,11,Computer Science and Informatics,,,,Total income,"673,941","820,900","974,085","909,323","6,365,267"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","660,365","664,173","2,720,474","2,132,415","14,926,911"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"476,554","621,951","899,809","799,650","5,597,552"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,UK-based charities (other),"192,736","134,513","99,586","117,883","825,183"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","741,139","573,663","587,862","607,730","4,254,115"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Health research funding bodies,"68,276","181,906","1,026,009","768,604","5,380,228"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,"508,000","-10,200","65,285","457,000"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","119,847","218,364","188,749","183,137","1,281,960"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,UK other sources,"116,687","48,999","107,801","100,670","704,692"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,EU government bodies,"118,978","113,124","201,470","177,065","1,239,455"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),0,0,0,0,0
10007789,University of East Anglia,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations",0,0,"337,986","241,418","1,689,932"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,EU (excluding UK) other,"13,859","1,046","3,110","4,350","30,456"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"72,427","39,091","24,928","33,737","236,160"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"2,886","4,148",281,"1,206","8,443"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Non-EU other,"52,447","-29,935","30,018","24,657","172,603"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Total income,"2,636,201","3,079,043","6,217,889","5,257,812","36,804,690"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","429,063","358,100","191,460","249,209","1,744,467"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,UK-based charities (open competitive process),"123,080","185,512","213,029","196,248","1,373,737"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,UK-based charities (other),852,83,"2,464","1,893","13,257"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,"UK central government bodies/local authorities, health and hospital authorities","735,996","751,686","289,322","419,185","2,934,296"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,Health research funding bodies,"920,993","1,077,649","1,431,003","1,307,665","9,153,661"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,UK central government tax credits for research and development expenditure,0,"1,323,000","48,600","223,714","1,566,000"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,"UK industry, commerce and public corporations",903,"5,726","14,560","11,347","79,430"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,UK other sources,"46,615","54,648","45,476","46,949","328,647"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,EU government bodies,"213,728","199,426","115,448","141,485","990,396"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,EU-based charities (open competitive process),0,0,0,0,0
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,EU (excluding UK) other,0,0,0,0,0
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,Non-EU industry commerce and public corporations,"9,194","17,256","24,952","21,601","151,211"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,Non-EU other,"15,274","-4,522","36,838","27,849","194,944"
10007789,University of East Anglia,A,2,"Public Health, Health Services and Primary Care",,,,Total income,"2,495,698","3,968,564","2,413,156","2,647,149","18,530,046"
10007789,University of East Anglia,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","201,884","262,892","545,559","456,081","3,192,572"
10007789,University of East Anglia,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,UK-based charities (open competitive process),"248,720","310,356","574,401","490,154","3,431,084"
10007789,University of East Anglia,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,UK-based charities (other),"13,086","-37,616","51,264","33,113","231,792"
10007789,University of East Anglia,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,"UK central government bodies/local authorities, health and hospital authorities","248,292","210,910","233,219","232,185","1,625,298"
10007789,University of East Anglia,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Health research funding bodies,"1,457,625","970,203","1,248,103","1,238,335","8,668,345"
10007789,University of East Anglia,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,UK central government tax credits for research and development expenditure,0,"630,000","-13,000","80,714","565,000"
10007789,University of East Anglia,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,"UK industry, commerce and public corporations","46,209","29,363","154,487","121,143","848,007"
